filters,Top 50000000 fingerprint.raw,Unique count of fingerprint.raw
session.first:false,1.998b101223eda11f1f319dd7e9812173,1
session.first:false,1.d3e7a86e6decc19d92fd9734326247ad,1
session.first:false,1.1d7a611041aa6fa86425e472bffcfda4,1
session.first:false,1.5772f9d9e3971f2efe1a7a3a9b10c2bd,1
session.first:false,1.dc5a970dab29d6bb1861e9c826771869,1
session.first:false,1.e531ea8d4963ffd2dfe4dcb06dd7bf29,1
session.first:false,1.157f2e01060f232dce96d2ef895d0e27,1
session.first:false,1.b144fca17330f4f00f9c5dd5483c7489,1
session.first:false,1.3c1cb1bb280f186600d55c1a9d38cb9c,1
session.first:false,1.9aba8ba4905dc402326b74ae36a9510f,1
session.first:false,1.cb246381c0acc32e57eb9f08cd94f096,1
session.first:false,1.bad43cf778bdd9d5d0d1870c61a7f5d4,1
session.first:false,1.fbed1845a3f111797cd2b840ce5251da,1
session.first:false,1.4023f93c56295696807888fe5b7b82ba,1
session.first:false,1.c5893a9b4c9ff49f46060ce0ec6df122,1
session.first:false,1.3fda9d2894a6e8b605e0c6a9a3136ca4,1
session.first:false,1.4c4c6234420a397c5315cec98e3b883c,1
session.first:false,1.10b38d0492ee0573fc63093dfb5fd764,1
session.first:false,1.6fdaabf7318940bf28188fed5983594d,1
session.first:false,1.5fcbf1cc1ed7a98c901abde95d736ba6,1
session.first:false,1.b4359e7136654a4cfb63fc65a7fc2104,1
session.first:false,1.ad50fba67f84ce61f3b730eb7665378a,1
